productId	productSKU	product_url	name	price	image	Category	Short Description	Description	tags	Features	Related Products	Size	Activity	Gender	Material	Color
518	MP01	https://gopher1.extrkt.com/?product=caesar-warm-up-pant	Caesar Warm-Up Pant	£35.00	https://gopher1.extrkt.com/wp-content/uploads/2023/11/mp01-gray_main-300x300.jpg	Pants|Clothing	This is a variable product called a Caesar Warm-Up Pant	Command your workout and keep your muscles limber in the Caesar Warm-Up Pant. Engineered CoolTech™ fabric wicks away moisture so you don’t have to worry about sweat and discomfort. The drawstring-adjustable waist helps make sure your pants fit properly.	['Clothing', 'Men', 'Bottoms', 'Pants|Clothing', 'Promotions', 'Pants|Clothing']	Light gray heather knit straight leg pants. Relaxed fit.  Inseam: 32″.  Machine wash/dry. CoolTech™ wicking fabric.	[{'Name': 'Cronus Yoga Pant', 'Price': '£48.00', 'Link': 'https://gopher1.extrkt.com/?product=cronus-yoga-pant'}, {'Name': 'Supernova Sport Pant', 'Price': '£45.00', 'Link': 'https://gopher1.extrkt.com/?product=supernova-sport-pant'}]	32, 33, 34, 36	None	None	None	Black, Gray, Purple
2004	WP09	https://gopher1.extrkt.com/?product=carina-basic-capri	Carina Basic Capri	£51.00	https://gopher1.extrkt.com/wp-content/uploads/2023/11/wp09-black_main-300x300.jpg	Pants|Clothing	This is a variable product called a Carina Basic Capri	Perfect as workout pants or “accessory,” the Carina Basic Capri is comfy as it is practical — try it under skirts or shorts.	['Clothing', 'Women', 'Bottoms', 'Pants|Clothing', 'Promotions', 'Pants|Clothing']	Black capris with rouching detail. 93% cotton, 7% spandex. Elasticized waistband. Reinforced seams with exposed topstitching. Soft, medium-weight jersey with added stretch.	[{'Name': 'Cora Parachute Pant', 'Price': '£75.00', 'Link': 'https://gopher1.extrkt.com/?product=cora-parachute-pant'}, {'Name': 'Sylvia Capri', 'Price': '£42.00', 'Link': 'https://gopher1.extrkt.com/?product=sylvia-capri'}, {'Name': 'Bardot Capri', 'Price': '£48.00', 'Link': 'https://gopher1.extrkt.com/?product=bardot-capri'}]	28, 29	None	None	None	Black, Blue, Purple
1560	WH08	https://gopher1.extrkt.com/?product=cassia-funnel-sweatshirt	Cassia Funnel Sweatshirt	£48.00	https://gopher1.extrkt.com/wp-content/uploads/2023/11/wh08-white_main-300x300.jpg	Performance Fabrics|Clothing	This is a variable product called a Cassia Funnel Sweatshirt	The casual Cassia Funnel Sweatshirt sports front angled pockets and a drawstring stretch funnel hoodie. A cowl front neck pairs with a tagless label at back neck.	['Clothing', 'Women', 'Tops', 'Hoodies & Sweatshirts|Clothing', 'Promotions', 'Women Sale|Clothing', 'Collections', 'Performance Fabrics|Clothing']	White full zip hoodie with gray detail. 65% Cotton/28% Nylon/7% Spandex. Front slash pockets. Tagless label at back neck.	None	XS, S, M, L, XL	None	None	None	Orange, Purple, White
1318	MT12	https://gopher1.extrkt.com/?product=cassius-sparring-tank	Cassius Sparring Tank	£18.00	https://gopher1.extrkt.com/wp-content/uploads/2023/11/mt12-blue_main-300x300.jpg	Tanks	This is a variable product called a Cassius Sparring Tank	Whether you’re up against a partner or the clock, the Cassius Sparring Tank is in your corner, moving effortless with your body. The light and loose feel gives you no reason to give up before the bell or the end of the block.	['Clothing', 'Men', 'Tops', 'Tanks']	Royal crewneck cotton tank. Contrast stitching. Self fabric binding at neckline. Slim fit. 96% Merino / 4% LYCRA®.	[{'Name': 'Rocco Gym Tank', 'Price': '£24.00', 'Link': 'https://gopher1.extrkt.com/?product=rocco-gym-tank'}, {'Name': 'Vulcan Weightlifting Tank', 'Price': '£28.00', 'Link': 'https://gopher1.extrkt.com/?product=vulcan-weightlifting-tank'}, {'Name': 'Tiberius Gym Tank', 'Price': '£18.00', 'Link': 'https://gopher1.extrkt.com/?product=tiberius-gym-tank'}, {'Name': 'Sinbad Fitness Tank', 'Price': '£29.00', 'Link': 'https://gopher1.extrkt.com/?product=sinbad-fitness-tank'}]	XS, S, M, L, XL	None	None	None	Blue
1371	WB03	https://gopher1.extrkt.com/?product=celeste-sports-bra	Celeste Sports Bra	£39.00	https://gopher1.extrkt.com/wp-content/uploads/2023/11/wb03-green_main-300x300.jpg	Performance Fabrics|Clothing	This is a variable product called a Celeste Sports Bra	Whatever your goals for the day’s workout, the Celeste Sports Bra lets you do it in comfort and coolness, plus enhanced support and shaping. A power mesh back zone and moisture-wicking fabric ensure you stay dry.	['Clothing', 'Women', 'Tops', 'Bras & Tanks|Clothing', 'Collections', 'New Luma Yoga Collection|Clothing', 'Collections', 'Performance Fabrics|Clothing']	Mint bra top.  Seam-free interior molded cups Odor control.  UV protection.  Machine wash/dry.	None	XS, S, M, L, XL	None	None	None	Green, Red, Yellow
20	MH01	https://gopher1.extrkt.com/?product=chaz-kangeroo-hoodie	Chaz Kangeroo Hoodie	£52.00	https://gopher1.extrkt.com/wp-content/uploads/2023/11/mh01-gray_main-300x300.jpg	Eco Friendly|Clothing	This is a variable product called a Chaz Kangeroo Hoodie	Ideal for cold-weather training or work outdoors, the Chaz Hoodie promises superior warmth with every wear. Thick material blocks out the wind as ribbed cuffs and bottom band seal in body heat.	['Clothing', 'Men', 'Tops', 'Hoodies & Sweatshirts|Clothing', 'Collections', 'Eco Friendly|Clothing']	Two-tone gray heather hoodie. Drawstring-adjustable hood.  Machine wash/dry.	[{'Name': 'Frankie  Sweatshirt', 'Price': '£60.00', 'Link': 'https://gopher1.extrkt.com/?product=frankie-sweatshirt'}, {'Name': 'Bruno Compete Hoodie', 'Price': '£63.00', 'Link': 'https://gopher1.extrkt.com/?product=bruno-compete-hoodie'}]	XS, S, M, L, XL	None	None	None	Black, Gray, Orange
2605	WT06	https://gopher1.extrkt.com/?product=chloe-compete-tank	Chloe Compete Tank	£39.00	https://gopher1.extrkt.com/wp-content/uploads/2023/11/wt06-blue_main-300x300.jpg	Bras & Tanks	This is a variable product called a Chloe Compete Tank	You’ve earned your figure, so stay cool and let it do all the talking in the form-fitted, sleek racerback Chloe Compete Tank. Designed for total range of motion and performance, the Nona is made with highly breathable mesh fabric.	['Clothing', 'Women', 'Tops', 'Bras & Tanks']	Royal blue tank top – nylon/spandex. Flatlock stitching. Moisture-wicking fabric.  Ergonomic seaming.  Machine wash/dry.	[{'Name': 'Erica Evercool Sports Bra', 'Price': '£39.00', 'Link': 'https://gopher1.extrkt.com/?product=erica-evercool-sports-bra'}, {'Name': 'Lucia Cross-Fit Bra', 'Price': '£39.00', 'Link': 'https://gopher1.extrkt.com/?product=lucia-cross-fit-bra'}, {'Name': 'Zoe Tank', 'Price': '£29.00', 'Link': 'https://gopher1.extrkt.com/?product=zoe-tank'}, {'Name': 'Prima Compete Bra Top', 'Price': '£24.00', 'Link': 'https://gopher1.extrkt.com/?product=prima-compete-bra-top'}]	XS, S, M, L, XL	None	None	None	Blue, Red, Yellow
1651	WH12	https://gopher1.extrkt.com/?product=circe-hooded-ice-fleece	Circe Hooded Ice Fleece	£68.00	https://gopher1.extrkt.com/wp-content/uploads/2023/11/wh12-gray_main-300x300.jpg	Performance Fabrics|Clothing	This is a variable product called a Circe Hooded Ice Fleece	Keep shivers at bay with the Circe Hooded Ice Fleece. Ultra-thick, high-pile fleece traps your body heat and keeps cold outside. The drawstring hood and ribbed details add extra coziness and touches of classic style. Its relaxed fit is loose enough to layer comfortably over your shirt.	['Clothing', 'Women', 'Tops', 'Hoodies & Sweatshirts|Clothing', 'Collections', 'Performance Fabrics|Clothing']	Full-zip front. Three-panel hood. Flatlock seams throughout. Welt hand pockets. Machine wash/dry.	None	XS, S, M, L, XL	None	None	None	Gray, Green, Purple
2697	24-WG03	https://gopher1.extrkt.com/?product=clamber-watch	Clamber Watch	£54.00	https://gopher1.extrkt.com/wp-content/uploads/2023/11/wg03-gr-0-300x300.jpg	Watches	This is a simple product called Clamber Watch	Keep track of time on the treadmill or trail with our Clamber Watch. The flexible, rubberized strap is contoured to conform to your wrist for a comfortable fit all day. The face features an illuminated digital read-out of the current time and stopwatch functions.	['Gear', 'Watches']	Japanese quartz movement.Strap fits 5″ to 6.0″.	[{'Name': 'Bolo Sport Watch', 'Price': '£49.00', 'Link': 'https://gopher1.extrkt.com/?product=bolo-sport-watch'}, {'Name': 'Luma Analog Watch', 'Price': '£43.00', 'Link': 'https://gopher1.extrkt.com/?product=luma-analog-watch'}, {'Name': 'Endurance Watch', 'Price': '£49.00', 'Link': 'https://gopher1.extrkt.com/?product=endurance-watch'}, {'Name': 'Aim Analog Watch', 'Price': '£45.00', 'Link': 'https://gopher1.extrkt.com/?product=aim-analog-watch'}]	None	Recreation, Athletic, Outdoor, Gym	Women	Plastic, Rubber, Silicone	None
985	MSH01	https://gopher1.extrkt.com/?product=cobalt-cooltech-fitness-short	Cobalt CoolTech™ Fitness Short	£44.00	https://gopher1.extrkt.com/wp-content/uploads/2023/11/msh01-blue_main-300x300.jpg	Erin Recommends|Clothing	This is a variable product called a Cobalt CoolTech™ Fitness Short	It’s not rocket surgery: the hotter your conditions, the more you need to stay cool. That’s why the Cobalt CoolTech™ Fitness Short features built-in technology and side perforations that keep you ventilated and comfortable for the distance. The elastic waist promises a personalized fit.	['Clothing', 'Men', 'Bottoms', 'Shorts|Clothing', 'Collections', 'Erin Recommends|Clothing']	Light blue nylon shorts. Relaxed fit.  5″ inseam.  Machine wash/dry.	None	32, 33, 34, 36	None	None	None	Black, Blue, Red
2739	24-WB02	https://gopher1.extrkt.com/?product=compete-track-tote	Compete Track Tote	£32.00	https://gopher1.extrkt.com/wp-content/uploads/2023/11/wb02-green-0-300x300.jpg	Bags	This is a simple product called Compete Track Tote	The Compete Track Tote holds a host of exercise supplies with ease. Stash your towel, jacket and street shoes inside. Tuck water bottles in easy-access external spaces. Perfect for trips to gym or yoga studio, with dual top handles for convenience to and from.	['Gear', 'Bags']	Two-way zippers.Contrast detailing.W 22.0″ x H 17″ x D 10″.	[{'Name': 'Joust Duffle Bag', 'Price': '£34.00', 'Link': 'https://gopher1.extrkt.com/?product=joust-duffle-bag'}, {'Name': 'Crown Summit Backpack', 'Price': '£38.00', 'Link': 'https://gopher1.extrkt.com/?product=crown-summit-backpack'}, {'Name': 'Impulse Duffle', 'Price': '£74.00', 'Link': 'https://gopher1.extrkt.com/?product=impulse-duffle'}, {'Name': 'Voyage Yoga Bag', 'Price': '£32.00', 'Link': 'https://gopher1.extrkt.com/?product=voyage-yoga-bag'}]	None	Gym, School, Yoga	None	Nylon, Polyester, Rayon	None
1953	WP04	https://gopher1.extrkt.com/?product=cora-parachute-pant	Cora Parachute Pant	£75.00	https://gopher1.extrkt.com/wp-content/uploads/2023/11/wp04-blue_main-300x300.jpg	Pants|Clothing	This is a variable product called a Cora Parachute Pant	Good for running, hiking, lounging or stretching, the Cora Parachute Pant presents comfortable styling designed to help you look and feel great.	['Clothing', 'Women', 'Bottoms', 'Pants|Clothing', 'Promotions', 'Pants|Clothing']	Light blue parachute pants. Power mesh internal waistband for support. Internal waistband pocket. Antimicrobial finish.	[{'Name': 'Bardot Capri', 'Price': '£48.00', 'Link': 'https://gopher1.extrkt.com/?product=bardot-capri'}, {'Name': 'Sylvia Capri', 'Price': '£42.00', 'Link': 'https://gopher1.extrkt.com/?product=sylvia-capri'}, {'Name': 'Carina Basic Capri', 'Price': '£51.00', 'Link': 'https://gopher1.extrkt.com/?product=carina-basic-capri'}]	28, 29	None	None	None	Black, Blue, White
715	MP12	https://gopher1.extrkt.com/?product=cronus-yoga-pant	Cronus Yoga Pant	£48.00	https://gopher1.extrkt.com/wp-content/uploads/2023/11/mp12-black_main-300x300.jpg	Pants|Clothing	This is a variable product called a Cronus Yoga Pant 	Guys who love yoga love this all-purpose yoga pant. Designed for yoga, gym and lounge, the Cronus Yoga Pant is a loose-fitting, classic-style pant made from a lightweight blend of cotton, recycled polyester and a touch of Spandex for the stretch factor.	['Clothing', 'Men', 'Bottoms', 'Pants|Clothing', 'Promotions', 'Pants|Clothing']	Drawstring waist. Loose, straight-leg fit. Lightweight cotton-recycled blend. Front pockets with stitching detail. Elastic ankle.	[{'Name': 'Supernova Sport Pant', 'Price': '£45.00', 'Link': 'https://gopher1.extrkt.com/?product=supernova-sport-pant'}, {'Name': 'Caesar Warm-Up Pant', 'Price': '£35.00', 'Link': 'https://gopher1.extrkt.com/?product=caesar-warm-up-pant'}]	32, 33, 34, 36	None	None	None	Black, Blue, Red
2733	24-MB03	https://gopher1.extrkt.com/?product=crown-summit-backpack	Crown Summit Backpack	£38.00	https://gopher1.extrkt.com/wp-content/uploads/2023/11/mb03-black-0-300x300.jpg	Bags	This is a simple product called Crown Summit Backpack	The Crown Summit Backpack is equally at home in a gym locker, study cube or a pup tent, so be sure yours is packed with books, a bag lunch, water bottles, yoga block, laptop, or whatever else you want in hand. Rugged enough for day hikes and camping trips, it has two large zippered compartments and padded, adjustable shoulder straps.	['Gear', 'Bags']	Top handle.Grommet holes.Two-way zippers.H 20″ x W 14″ x D 12″.Weight: 2 lbs, 8 oz. Volume: 29 L.	[{'Name': 'Driven Backpack', 'Price': '£36.00', 'Link': 'https://gopher1.extrkt.com/?product=driven-backpack'}, {'Name': 'Voyage Yoga Bag', 'Price': '£32.00', 'Link': 'https://gopher1.extrkt.com/?product=voyage-yoga-bag'}, {'Name': 'Joust Duffle Bag', 'Price': '£34.00', 'Link': 'https://gopher1.extrkt.com/?product=joust-duffle-bag'}, {'Name': 'Impulse Duffle', 'Price': '£74.00', 'Link': 'https://gopher1.extrkt.com/?product=impulse-duffle'}]	None	Gym, Hiking, Overnight, School, Trail, Travel, Urban	None	Nylon, Polyester	None
2693	24-MG05	https://gopher1.extrkt.com/?product=cruise-dual-analog-watch	Cruise Dual Analog Watch	£55.00	https://gopher1.extrkt.com/wp-content/uploads/2023/11/mg05-br-0-300x300.jpg	New Luma Yoga Collection	This is a simple product called Cruise Dual Analog Watch	Whether you’re traveling or wish you were, you’ll never let time zones perplex you again with the Cruise Dual Analog Watch. The thick, adjustable band promises a comfortable, personalized fit to this classy, modern time piece.	['Gear', 'Watches|Collections', 'New Luma Yoga Collection']	Two dials.Stainless steel case.Adjustable leather band.	[{'Name': 'Didi Sport Watch', 'Price': '£92.00', 'Link': 'https://gopher1.extrkt.com/?product=didi-sport-watch'}, {'Name': 'Dash Digital Watch', 'Price': '£92.00', 'Link': 'https://gopher1.extrkt.com/?product=dash-digital-watch'}, {'Name': 'Summit Watch', 'Price': '£54.00', 'Link': 'https://gopher1.extrkt.com/?product=summit-watch'}]	None	Recreation	Men	Leather, Plastic	None
1538	WH06	https://gopher1.extrkt.com/?product=daphne-full-zip-hoodie	Daphne Full-Zip Hoodie	£59.00	https://gopher1.extrkt.com/wp-content/uploads/2023/11/wh06-purple_main-300x300.jpg	Hoodies & Sweatshirts	This is a variable product called a Daphne Full-Zip Hoodie	The Daphne Hoodie is an attractive yet rugged layering or outer piece, especially for chilly days en route the studio, doing yardwork or enjoying outdoor recreation.	['Clothing', 'Women', 'Tops', 'Hoodies & Sweatshirts']	Purple full zip hoodie with pink accents.  Heather texture. 4-way stretch. Pre-shrunk. Hood lined in vegan Sherpa for added warmth. Ribbed hem on hood and front pouch pocket. 60% Cotton / 40% Polyester.	[{'Name': 'Autumn Pullie', 'Price': '£57.00', 'Link': 'https://gopher1.extrkt.com/?product=autumn-pullie'}, {'Name': 'Miko Pullover Hoodie', 'Price': '£69.00', 'Link': 'https://gopher1.extrkt.com/?product=miko-pullover-hoodie'}, {'Name': 'Selene Yoga Hoodie', 'Price': '£42.00', 'Link': 'https://gopher1.extrkt.com/?product=selene-yoga-hoodie'}]	XS, S, M, L, XL	None	None	None	Purple
2011	WP10	https://gopher1.extrkt.com/?product=daria-bikram-pant	Daria Bikram Pant	£51.00	https://gopher1.extrkt.com/wp-content/uploads/2023/11/wp10-gray_main-300x300.jpg	Eco Friendly|Clothing	This is a variable product called a Daria Bikram Pant	The Daria Bikram Pant is designed to stretch and move with your body to make extreme yoga extremely comfortable.	['Clothing', 'Women', 'Bottoms', 'Pants|Clothing', 'Promotions', 'Pants|Clothing', 'Collections', 'Eco Friendly|Clothing']	Heather gray capris with pink striped waist. Flatlock seams. Interior pocket.	None	28, 29	None	None	None	Black, Gray, White
2694	24-MG02	https://gopher1.extrkt.com/?product=dash-digital-watch	Dash Digital Watch	£92.00	https://gopher1.extrkt.com/wp-content/uploads/2023/11/mg02-bk-0-300x300.jpg	New Luma Yoga Collection	This is a simple product called Dash Digital Watch	The Dash Digital Watch will challenge you to push harder and longer. Log workouts by date, average, and segment times, and recharge by setting hydration and nutrition alarms. This watch is styled with a sleek, square face and durable rubber strap for a long life.	['Gear', 'Watches|Collections', 'New Luma Yoga Collection']	Digital display.LED backlight.Rubber strap with buckle clasp.1-year limited warranty.	[{'Name': 'Summit Watch', 'Price': '£54.00', 'Link': 'https://gopher1.extrkt.com/?product=summit-watch'}, {'Name': 'Didi Sport Watch', 'Price': '£92.00', 'Link': 'https://gopher1.extrkt.com/?product=didi-sport-watch'}, {'Name': 'Cruise Dual Analog Watch', 'Price': '£55.00', 'Link': 'https://gopher1.extrkt.com/?product=cruise-dual-analog-watch'}]	None	Athletic, Sports, Outdoor, Gym	Men	Rubber	None
